ID,brand,c__productCategory,manufacturerSKU,name__default,mainImageName(.png),imageSize(pixels),duplicatedManufacturerSku,comments
napoleon-gd611-8x10-direct-vent-fireplace-venting-component-8-12-to-12-12-pitch-roof-terminal-kit,Napoleon,Venting Components,GD611,"Napoleon 8""x10"" Direct Vent Fireplace Venting Component 8/12 to 12/12 Pitch Roof Terminal Kit | GD611 |",gd611,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU not found on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images because not Superior products
napoleon-gd612-8x10-direct-vent-fireplace-venting-component-flat-roof-terminal-kit,Napoleon,Venting Components,GD612,"Napoleon 8""x10"" Direct Vent Fireplace Venting Component Flat Roof Terminal Kit | GD612 |",gd612,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU not found on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images because not Superior products
napoleon-gd613-8x10-direct-vent-fireplace-venting-component-roof-terminal,Napoleon,Venting Components,GD613,"Napoleon 8""x10"" Direct Vent Fireplace Venting Component Roof Terminal | GD613 |",gd613,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU not found on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images because not Superior products
napoleon-gd620-8x10-direct-vent-fireplace-venting-component-vent-kit-5-ft,Napoleon,Venting Components,GD620,"Napoleon 8""x10"" Direct Vent Fireplace Venting Component Vent Kit 5 ft. | GD620 |",gd620,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU not found on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images because not Superior products
napoleon-gd622r-8x10-direct-vent-fireplace-venting-component-wall-terminal,Napoleon,Venting Components,GD622R,"Napoleon 8""x10"" Direct Vent Fireplace Venting Component Wall Terminal | GD622R |",gd622r,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU not found on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images because not Superior products
napoleon-gd630-8x10-direct-vent-fireplace-venting-component-vent-kit-10-ft,Napoleon,Venting Components,GD630,"Napoleon 8""x10"" Direct Vent Fireplace Venting Component Vent Kit 10 ft. | GD630 |",gd630,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU not found on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images because not Superior products
napoleon-gd812-kt-sandstone-fluted-refractory-bricks-with-napoleon-insignia,Napoleon,Interior Panels,GD812-KT,Napoleon Sandstone Fluted Refractory Bricks with Napoleon Insignia | GD812-KT |,gd812-kt,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU not found on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images because not Superior products
napoleon-gd820-8x11-direct-vent-fireplace-venting-component-5-ft-flex-length,Napoleon,Venting Components,GD820,"Napoleon 8""x11"" Direct Vent Fireplace Venting Component 5 ft flex length | GD820 |",gd820,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU not found on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images because not Superior products
napoleon-gd849kt-california-sun-fluted-decorative-brick-panels,Napoleon,Interior Panels,GD849KT,Napoleon California Sun Fluted Decorative Brick Panels | GD849KT |,gd849kt,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU not found on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images because not Superior products
napoleon-gd853kt-herringbone-decorative-brick-panels,Napoleon,Interior Panels,GD853KT,Napoleon Herringbone Decorative Brick Panels | GD853KT |,gd853kt,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU not found on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images because not Superior products
napoleon-gd854kt-herringbone-decorative-brick-panels,Napoleon,Interior Panels,GD854KT,Napoleon Herringbone Decorative Brick Panels | GD854KT |,gd854kt,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU not found on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images because not Superior products
napoleon-gd861kt-herringbone-decorative-brick-panels,Napoleon,Interior Panels,GD861KT,Napoleon Herringbone Decorative Brick Panels | GD861KT |,gd861kt,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU not found on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images because not Superior products
napoleon-gd865kt-herringbone-decorative-brick-panels,Napoleon,Interior Panels,GD865KT,Napoleon Herringbone Decorative Brick Panels | GD865KT |,gd865kt,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU not found on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images because not Superior products
napoleon-gd872kt-herringbone-decorative-brick-panels,Napoleon,Interior Panels,GD872KT,Napoleon Herringbone Decorative Brick Panels | GD872KT |,gd872kt,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU not found on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images because not Superior products
napoleon-gd870kt-old-town-red-decorative-brick-panels,Napoleon,Interior Panels,GD870KT,Napoleon Old Town Red Decorative Brick Panels | GD870KT |,gd870kt,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU not found on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images because not Superior products
napoleon-gx70-safety-screen-replacement,Napoleon,Parts,W565-0209-SER,Napoleon GX70 Safety Screen Replacement | W565-0209-SER |,w565-0209-ser,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU not found on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images because not Superior products
napoleon-heat-management-system-axhm,Napoleon,Heat Distribution,AXHM,Napoleon Heat Management System | AXHM |,axhm,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU not found on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images because not Superior products
napoleon-igniter-1-5-v-n357-0013,Napoleon,Parts,N357-0013,Napoleon Igniter 1.5 V | N357-0013 |,n357-0013,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU not found on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images because not Superior products
napoleon-mekr-6-grey-river-rocks-media-enhancement-kit,Napoleon,Media Kits,MEKR,Napoleon 6 Grey River Rocks Media Enhancement Kit | MEKR |,mekr,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU not found on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images because not Superior products
napoleon-mkrm-multi-coloured-river-rocks-media-kit,Napoleon,Media Kits,MKRM,Napoleon Multi-Coloured River Rocks Media Kit | MKRM |,mkrm,1000x1000,True,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU not found on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images because not Superior products
napoleon-mke42-shore-fire-kit,Napoleon,Media Kits,MKE42,Napoleon Shore Fire Kit | MKE42 |,mke42,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU not found on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images because not Superior products
napoleon-mke50-shore-fire-kit,Napoleon,Media Kits,MKE50,Napoleon Shore Fire Kit | MKE50 |,mke50,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU not found on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images because not Superior products
napoleon-mkrm-multi-colored-river-rocks-media-kit,Napoleon,Media Kits,MKRM,,mkrm,1000x1000,True,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU not found on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images because not Superior products
napoleon-mke30-shore-fire-kit,Napoleon,Media Kits,MKE30,Napoleon Shore Fire Kit | MKE30 |,mke30,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU not found on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images because not Superior products
napoleon-oakdale-epi-1402k-porcelain-enamel-black-epa-wood-burning-insert,Napoleon,Wood Inserts,EPI-1402K,Napoleon Oakdale Porcelain Enamel Black EPA Wood Burning Insert | EPI-1402K |,epi-1402k,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU not found on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images because not Superior products
napoleon-oakdale-epi-1402m-metallic-black-epa-wood-burning-insert,Napoleon,Wood Inserts,EPI-1402M,Napoleon Oakdale Deluxe Metallic Black Wood Burning Insert | 1402M |,epi-1402m,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU not found on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images because not Superior products
napoleon-outdoor-patioflame-gpfgp-1-brushed-stainless-steel-gas-firepit-with-glass,Napoleon,Outdoor Gas Firepits,GPFGP-1,Napoleon Outdoor Patioflame Brushed Stainless Steel Gas Firepit with Glass | GPFGP-1 |,gpfgp-1,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU not found on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images because not Superior products
napoleon-outdoor-patioflame-gpfp-1-brushed-stainless-steel-propane-firepit-with-logs,Napoleon,Outdoor Gas Firepits,GPFP-1,Napoleon Outdoor Patioflame Brushed Stainless Steel Propane Firepit with Logs | GPFP-1 |,gpfp-1,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU not found on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images because not Superior products
napoleon-patioflame-pfc-01748-cover,Napoleon,Safety Barriers,1748,Napoleon Patioflame PFC Cover | 1748 |,1748,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU not found on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images because not Superior products
napoleon-patioflame-pftt-gk-black-granite-table-top,Napoleon,Additional Accessories,PFTT-GK,Napoleon Patioflame Black Granite Table Top | PFTT-GK |,pftt-gk,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU not found on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images because not Superior products
napoleon-piezo-igniter-w357-0001,Napoleon,Parts,W357-0001,Napoleon Piezo Igniter | W357-0001 |,w357-0001,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU not found on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images because not Superior products
napoleon-patioflame-pft-table,Napoleon,Additional Accessories,PFT,Napoleon Patioflame Stainless steel table w/black legs | PFT |,pft,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU not found on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images because not Superior products
napoleon-prp35-porcelain-reflective-radiant-panels,Napoleon,Interior Panels,PRP35,Napoleon Porcelain Reflective Radiant Panels | PRP35 |,prp35,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU not found on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images because not Superior products
napoleon-prp35gy-platinum-porcelain-reflective-radiant-panels,Napoleon,Interior Panels,PRP35GY,Napoleon Platinum Porcelain Reflective Radiant Panels | PRP35GY |,prp35gy,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU not found on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images because not Superior products
napoleon-prp35bn-beige-brown-cappuccino-porcelain-reflective-radiant-panels,Napoleon,Interior Panels,PRP35BN,Napoleon Beige/brown Cappuccino Porcelain Reflective Radiant Panels | PRP35BN |,prp35bn,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU not found on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images because not Superior products
napoleon-prp45-porcelain-reflective-radiant-panels,Napoleon,Interior Panels,PRP45,Napoleon Porcelain Reflective Radiant Panels | PRP45 |,prp45,1000x1000,False,manufacturerSKU not found through either quick-search API or direct link with 'ID' field; manufacturerSKU not found on Napoleon catalog at https://app.salsify.com/catalogs/44c36744-43f9-447b-9e90-7615b76afbe5/products?filter=%3D&page=1; manufacturerSKU is not searched on Skytechfireplaceremotes.com; manufacturerSKU not found on iBuyFireplaces.com; Not search Superior provided images because not Superior products
